21/11/2019;18:02:30;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:29.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:30;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:29.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:30;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:30.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:30;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:30.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:31;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:30.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:31;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:30.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:31;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:31.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:31;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:31.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:32;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:31.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:32;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:31.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:32;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:32.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:32;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:32.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:33;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:32.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:33;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:32.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:33;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:33.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:33;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:33.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:34;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:33.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:34;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:33.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:34;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:34.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:34;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:34.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:35;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:34.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:35;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:34.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:35;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:35.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:35;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:35.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:36;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:35.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:36;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:35.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:36;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:36.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:36;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:36.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:37;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:36.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:37;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:36.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:37;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:37.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:37;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:37.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:38;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:37.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:38;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:37.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:38;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:38;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:39;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:39;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:39;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:39.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:39;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:39.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:40;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:39.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:40;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:39.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:40;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:40.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:40;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:40.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:41;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:40.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:41;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:40.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:41;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:41.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:41;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:41.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:42;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:41.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:42;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:41.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:42;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:42.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:42;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:42.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:43;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:42.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:43;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:42.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:43;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:43.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:43;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:43.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:44;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:43.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:44;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:43.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:44;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:44.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:44;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:44.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:45;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:44.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:45;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:44.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:45;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:45.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:45;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:45.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:46;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:45.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:46;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:45.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:46;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:46.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:46;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:46.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:47;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:46.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:47;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:46.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:47;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:47.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:47;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:47.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:48;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:47.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:48;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:47.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:48;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:48.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:48;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:48.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:49;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:48.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:49;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:48.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:49;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:49.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:49;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:49.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:50;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:49.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:50;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:49.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:50;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:50.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:50;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:50.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:51;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:50.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:51;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:50.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:51;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:51.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:51;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:51.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:52;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:51.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:52;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:51.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:52;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:52.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:52;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:52.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:53;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:52.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:53;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:52.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:53;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:53;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:54;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:54;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:54;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:54;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:55;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:55;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:55;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:55;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:56;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:56;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:56;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:56;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:57;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:57;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:57;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:57;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:58;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:58;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:58;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:58;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:59;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:59;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:59;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:02:59;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:03:00;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
21/11/2019;18:03:00;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 18:02:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(17 Running)})}]"
