18/11/2019;10:28:03.608;[CAHRIM                                  ];-     INFO:;Starting CAHRIM in Experimental mode
18/11/2019;10:28:25.937;[CAHRIM                                  ];-     INFO:;Socket communication with uAAL-CAHRIM started.
18/11/2019;10:28:25.946;[CAHRIM.SensoryHub.OdomConverter         ];-     INFO:;Starting pose at node: charger
18/11/2019;10:28:26.190;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.1#[{(id 2) (type GoTo) (robot pepper-1) (apar map.json bed) (cpar 0.7 80 1.0 english MisterUser bed&&door&&window&&charger)}]
18/11/2019;10:28:26.190;[CAHRIM                                  ];-     INFO:;Message Receiver started.
18/11/2019;10:28:26.194;[CAHRIM                                  ];-     INFO:;Message Sender started.
18/11/2019;10:28:26.197;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action received:    2, GoTo, [map.json bed], [0.7 80 1.0 english MisterUser bed&&door&&window&&charger]
18/11/2019;10:28:26.204;[CAHRIM                                  ];-     INFO:;Actuation Hub - State Observer started.
18/11/2019;10:28:26.210;[CAHRIM                                  ];-     INFO:;Sensory Hub - Odom Converter started.
18/11/2019;10:28:26.210;[CAHRIM                                  ];-     INFO:;Sensory Hub - User Detection Depth started.
18/11/2019;10:28:26.615;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.2#chitchat:start
18/11/2019;10:28:26.615;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action RUNNING:     2, GoTo
18/11/2019;10:28:26.753;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-18 10:28:26.000)(gpos -0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
18/11/2019;10:28:27.210;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-18 10:28:27.000)(gpos 0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
