25/11/2019;16:40:55.943;[CAHRIM                                  ];-     INFO:;Starting CAHRIM in Experimental mode
25/11/2019;16:41:17.532;[CAHRIM                                  ];-     INFO:;Socket communication with uAAL-CAHRIM started.
25/11/2019;16:41:17.546;[CAHRIM.SensoryHub.OdomConverter         ];-     INFO:;Starting pose at node: charger
25/11/2019;16:41:17.767;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.1#[{(id 2) (type GoTo) (robot pepper-1) (apar map.json bed) (cpar 0.7 80 1.0 english MisterUser door&&bed&&window&&charger)}]
25/11/2019;16:41:17.767;[CAHRIM                                  ];-     INFO:;Message Receiver started.
25/11/2019;16:41:17.772;[CAHRIM                                  ];-     INFO:;Message Sender started.
25/11/2019;16:41:17.773;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action received:    2, GoTo, [map.json bed], [0.7 80 1.0 english MisterUser door&&bed&&window&&charger]
25/11/2019;16:41:17.779;[CAHRIM                                  ];-     INFO:;Actuation Hub - State Observer started.
25/11/2019;16:41:17.780;[CAHRIM                                  ];-     INFO:;Sensory Hub - Odom Converter started.
25/11/2019;16:41:17.782;[CAHRIM                                  ];-     INFO:;Sensory Hub - User Detection Depth started.
25/11/2019;16:41:18.181;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.2#chitchat:start
25/11/2019;16:41:18.181;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action RUNNING:     2, GoTo
25/11/2019;16:41:18.329;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:18.000)(gpos -0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:18.786;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:18.000)(gpos 0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:19.296;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:19.000)(gpos 0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:19.805;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:19.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:20.313;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:20.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:20.433;[CAHRIM.Executor.GoTo                    ];-     INFO:;Detected pose: (0, 0, -0)
25/11/2019;16:41:20.434;[CAHRIM.Executor.GoTo                    ];-     INFO:;Heading towards closest node in the graph: bed
25/11/2019;16:41:20.822;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:20.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:21.332;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:21.000)(gpos 0.00 -0.00 -0.01)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:21.789;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:21.000)(gpos 0.02 -0.00 -0.08)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:22.299;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:22.000)(gpos 0.09 -0.02 -0.24)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:22.806;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:22.000)(gpos 0.18 -0.06 -0.39)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:23.316;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:23.000)(gpos 0.27 -0.10 -0.34)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:23.825;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:23.000)(gpos 0.37 -0.12 -0.09)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:24.335;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:24.000)(gpos 0.47 -0.12 0.17)(spos ""n/a"")(act {(2 Running)})}]"
25/11/2019;16:41:24.795;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-25 16:41:24.000)(gpos 0.56 -0.11 0.24)(spos ""n/a"")(act {(2 Running)})}]"
