15/11/2019;25:22.6;[CAHRIM                                  ];-     INFO:;Starting CAHRIM in Experimental mode
15/11/2019;25:39.5;[CAHRIM                                  ];-     INFO:;Socket communication with uAAL-CAHRIM started.
15/11/2019;25:39.5;[CAHRIM.SensoryHub.OdomConverter         ];-     INFO:;Starting pose at node: charger
15/11/2019;25:39.8;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.1#[{(id 2) (type GoTo) (robot pepper-1) (apar map.json bed) (cpar 0.7 80 1.0 english MisterUser bed&&door&&window&&charger)}]
15/11/2019;25:39.8;[CAHRIM                                  ];-     INFO:;Message Receiver started.
15/11/2019;25:39.8;[CAHRIM                                  ];-     INFO:;Message Sender started.
15/11/2019;25:39.8;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action received:    2, GoTo, [map.json bed], [0.7 80 1.0 english MisterUser bed&&door&&window&&charger]
15/11/2019;25:39.8;[CAHRIM                                  ];-     INFO:;Actuation Hub - State Observer started.
15/11/2019;25:39.8;[CAHRIM                                  ];-     INFO:;Sensory Hub - Odom Converter started.
15/11/2019;25:39.8;[CAHRIM                                  ];-     INFO:;Sensory Hub - User Detection Depth started.
15/11/2019;25:40.2;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.2#chitchat:start
15/11/2019;25:40.2;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action RUNNING:     2, GoTo
15/11/2019;25:40.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:40.000)(gpos -0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:40.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:40.000)(gpos 0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:41.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:41.000)(gpos 0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:41.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:41.000)(gpos 0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:42.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:42.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:42.5;[CAHRIM.Executor.GoTo                    ];-     INFO:;Detected pose: (0, 0, -0)
15/11/2019;25:42.5;[CAHRIM.Executor.GoTo                    ];-     INFO:;Heading towards closest node in the graph: bed
15/11/2019;25:42.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:42.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:43.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:43.000)(gpos 0.00 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:43.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:43.000)(gpos 0.02 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:44.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:44.000)(gpos 0.10 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:44.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:44.000)(gpos 0.23 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:45.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:45.000)(gpos 0.40 0.00 0.00)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:45.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:45.000)(gpos 0.58 0.00 0.01)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:46.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:46.000)(gpos 0.77 0.00 0.01)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:46.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:46.000)(gpos 0.95 0.00 0.02)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:47.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:47.000)(gpos 1.09 0.00 0.03)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:47.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:47.000)(gpos 1.17 0.00 0.04)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:48.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:48.000)(gpos 1.20 0.00 0.05)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:48.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:48.000)(gpos 1.20 0.00 0.05)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:49.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:49.000)(gpos 1.20 0.00 0.06)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:49.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:49.000)(gpos 1.20 0.00 0.07)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:50.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:50.000)(gpos 1.20 0.00 0.08)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:50.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:50.000)(gpos 1.20 0.00 0.08)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:51.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:51.000)(gpos 1.20 0.00 0.09)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:51.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:51.000)(gpos 1.20 0.00 0.10)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:52.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:52.000)(gpos 1.20 0.00 0.10)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:52.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:52.000)(gpos 1.20 -0.00 0.11)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:53.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:53.000)(gpos 1.20 0.00 0.12)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:53.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:53.000)(gpos 1.20 0.00 0.13)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:54.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:54.000)(gpos 1.20 0.00 0.13)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:54.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:54.000)(gpos 1.20 0.00 0.14)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:55.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:55.000)(gpos 1.20 -0.00 0.14)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:55.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:55.000)(gpos 1.20 0.00 0.15)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:56.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:56.000)(gpos 1.20 0.00 0.16)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:56.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:56.000)(gpos 1.20 0.00 0.16)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:57.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:57.000)(gpos 1.20 -0.00 0.17)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:57.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:57.000)(gpos 1.20 0.00 0.18)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:58.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:58.000)(gpos 1.20 0.00 0.19)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:58.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:58.000)(gpos 1.20 0.00 0.19)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:59.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:59.000)(gpos 1.20 -0.00 0.20)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;25:59.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:25:59.000)(gpos 1.20 0.00 0.21)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;26:00.3;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:26:00.000)(gpos 1.20 0.00 0.22)(spos ""n/a"")(act {(2 Running)})}]"
15/11/2019;26:00.8;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-15 14:26:00.000)(gpos 1.20 0.00 0.22)(spos ""n/a"")(act {(2 Running)})}]"
