Column1;Column2;Column4
15/11/2019;14:23:18;"	uAAL log started"
15/11/2019;14:23:53;"	CLIENT CKB connected + "
15/11/2019;14:24:57;"	INCOMING MESSAGE from CKB: publish#D7.2#chitchat:start"
15/11/2019;14:24:57;"	CLIENT CSPEM connected + "
15/11/2019;14:24:58;"	INCOMING MESSAGE from CSPEM: request#D1.1"
15/11/2019;14:24:58;"	OUTCOMING MESSAGE to CKB: requested#D1.1"
15/11/2019;14:24:58;"	INCOMING MESSAGE from CKB: provide#D1.1#[(:operator 	(view-google-earth ?R ?Location) 	(:signature t_robot t_world-location) 	(:preconditions 	) 	(:effects 		(?E (view-google-earth ?Location) true) 		 	  (?A {?ID (type Action) (robot ?R)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(privacy-turn-around ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E provide-privacy) 		 	  (?A {?ID (type PrivacyTurnAround) (robot ?R) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(operate-smart-device ?R ?Device ?Room ?Command) 	(:signature t_robot t_smart-device t_room t_smart-device-command) 	(:preconditions 	) 	(:effects 		(?E (operate-smart-device ?Device ?Room ?Command) true) 		 	  (?A {?ID (type OperateIoT) (robot ?R) (apar ?Device ?Room ?Command) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(display-instructions ?R ?Topic ?Continue) 	(:signature t_robot t_instruction-topic t_continue) 	(:preconditions 	) 	(:effects 		(?E (display-instructions ?Topic ?Continue)) 		 	  (?A {?ID (type DisplayInstructions) (robot ?R) (apar ?Topic ?Continue) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(show-news ?R ?Source ?Topic) 	(:signature t_robot t_channel t_channel_topic) 	(:preconditions 	) 	(:effects 		(?E (show-news ?Source ?Topic) true) 		 	  (?A {?ID (type ReadNews) (robot ?R) (apar ?Source ?Topic) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(operate-ihouse ?R ?Device ?Room ?Command) 	(:signature t_robot t_smart-device t_room t_smart-device-command) 	(:preconditions 	) 	(:effects 		(?E (operate-ihouse ?Device ?Room ?Command) true) 		 	  (?A {?ID (type Action) (robot ?R)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(dance ?R ?Dance) 	(:signature t_robot t_dance) 	(:preconditions 	) 	(:effects 		(?E (dance ?Dance) true) 		 	  (?A {?ID (type Action) (robot ?R)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(show-photos ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E show-photos true) 		 	  (?A {?ID (type ShowPictures) (robot ?R) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)})		 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(help-with-dressing ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E help-with-dressing true)  		(?A {?ID (type ChitChat) (robot ?R) (apar get_dressed 1) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(remind ?R ?ReminderTopic) 	(:signature t_robot t_reminder-topic) 	(:preconditions 	) 	(:effects 		(?E (remind-of ?ReminderTopic)) 		 	  (?A {?ID (type Remind) (robot ?R) (apar ?ReminderTopic) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(approach-user ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?A {?ID (type ApproachUser) (robot ?R) (cpar ?Distance)})     (?E (approached-user ?R) true) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal       		(equals ?THIS ?E) 		(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(show-menu ?R ?Meal ?Period) 	(:signature t_robot t_meal t_period) 	(:preconditions 	) 	(:effects 		(?E (show-menu ?Meal ?Period) true) 		 	  (?A {?ID (type ReadMenu) (robot ?R) (apar ?Meal ?Period) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(take-selfie ?R ?Recipient) 	(:signature t_robot t_recipient) 	(:preconditions 	) 	(:effects 		(?E (take-selfie ?Recipient) true) 		 	  (?A {?ID (type TakeAndSendPicture) (robot ?R) (apar ?Recipient) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(help-with-exercise ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E help-with-exercise) 		 	  (?A {?ID (type ChitChat) (robot ?R) (apar physical_exercise 1) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(greet-wave ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E greeting) 		 		(?A {?ID (type GreetWave) (robot ?R) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E)  			(equals ?THIS ?A) 		)		 	) )	 	(:operator 	(display-weather-report ?R ?WorldLocation) 	(:signature t_robot t_world-location) 	(:preconditions 	) 	(:effects 		(?E (display-weather ?WorldLocation)) 		 	  (?A {?ID (type DisplayWeatherReport) (robot ?R) (apar ?WorldLocation) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(play-karaoke ?R ?Song) 	(:signature t_robot t_karaoke-song) 	(:preconditions 	) 	(:effects 		(?E (play-karaoke ?Song) true) 		 	  (?A {?ID (type PlayKaraoke) (robot ?R) (apar ?Song) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(relax ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E relax) 		 	  (?A {?ID (type PlayMusicAndVideo) (robot ?R) (apar relaxingMusic false) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(read-iot ?R ?Device ?Room ) 	(:signature t_robot t_smart-device t_room) 	(:preconditions 	) 	(:effects 		(?E (read-iot ?Device ?Room)) 		 	  (?A {?ID (type ReadIoT) (robot ?R) (apar ?Device ?Room) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(audio-video-call ?R ?Recipient ?Video) 	(:signature t_robot t_recipient t_video) 	(:preconditions 	) 	(:effects 		(?E (audio-video-call ?Recipient ?Video)) 		 	  (?A {?ID (type SkypeCall) (robot ?R) (apar ?Recipient ?Video) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(move ?R ?Location1 ?Location2) 	(:signature t_robot t_location t_location_wo_na) 	(:preconditions     (?P (robot-at ?R) ?Location1) 	) 	(:effects  		(?EM (robot-at ?R) on-the-move)  		(?E (robot-at ?R) ?Location2)  	  (?A {?ID (type GoTo) (robot ?R) (apar ?GraphFile ?Location2) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id)	 		) 		(:temporal       (duration ?A [150 inf]) 	(equals ?THIS ?A)       (equals ?A ?EM)       (meets ?P ?A)   		(meets ?A ?E) 		) 	) )   	(:operator 	(react-to-sound ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E react-sound true) 		 	  (?A {?ID (type ReactToSound) (robot ?R) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id)			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(play-video ?R ?Video ?Continue) 	(:signature t_robot t_video t_continue) 	(:preconditions 	) 	(:effects 		(?E (play-video ?Video ?Continue) true) 		 	  (?A {?ID (type PlayVideo) (robot ?R) (apar ?Video ?Continue) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(help-with-meal ?R ?Meal) 	(:signature t_robot t_meal) 	(:preconditions 	) 	(:effects 		(?E (help-with-meal ?Meal) true) 		 	  (?A {?ID (type ChitChat) (robot ?R) (apar ?Meal 1) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	  	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(read-ihouse ?R ?Device ?Room ) 	(:signature t_robot t_smart-device t_room) 	(:preconditions 	) 	(:effects 		(?E (read-ihouse ?Device ?Room)) 		 	  (?A {?ID (type Action) (robot ?R)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(tell-joke ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E tell-joke) 		 	  (?A {?ID (type Action) (robot ?R)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(move-to-na ?R ?L) 	(:signature t_robot t_location) 	(:preconditions       (?P (robot-at ?R) ?L) 	) 	(:effects 		(?E (robot-at ?R) ""n/a"") 		(?EM (robot-at ?R) on-the-move) 	  (?A {?ID (type GoTo) (robot ?R) (apar ?GraphFile ""n/a"") (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id)	 		) 		(:temporal       (duration ?A [150 inf]) 			(equals ?THIS ?A)       (equals ?A ?EM)       (meets ?P ?A)   		(meets ?A ?E) 		) 	) )   	  (:operator 	(help-with-ritual ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E help-with-ritual) 		 	  (?A {?ID (type ChitChat) (robot ?R) (apar meditation 1) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(play-audio-book ?R ?AudioBook ?Continue) 	(:signature t_robot t_audio-book t_continue) 	(:preconditions 	) 	(:effects 		(?E (play-audio-book ?AudioBook ?Continue) true) 		 	  (?A {?ID (type ReadAudiobook) (robot ?R) (apar ?AudioBook ?Continue) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(send-telegram-message ?R ?Recipient ?Message) 	(:signature t_robot t_recipient t_message-topic) 	(:preconditions 	) 	(:effects 		(?E (send-msg ?Recipient ?Message) true) 		 	  (?A {?ID (type SendTelegramMessage) (robot ?R) (apar ?Message ?Recipient) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(help-online-shopping ?R ?Object) 	(:signature t_robot t_shopping-object) 	(:preconditions 	) 	(:effects 		(?E (shopping ?Object) true) 		 	  (?A {?ID (type Action) (robot ?R)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(prepare-for-event ?R ?Event ?Location) 	(:signature t_robot t_event t_room) 	(:preconditions 	) 	(:effects 		(?E (prepare-event ?Event ?Location) true) 		 	  (?A {?ID (type Action) (robot ?R)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(accept-user-request ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E accept-request) 		 	  (?A {?ID (type AcceptRequest) (robot ?R) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?WaitingTime ?Suggestions) })	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id)			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(take-object ?Robot ?Object ?Location) 	(:signature t_robot t_movable-object t_location_wo_na) 	(:preconditions 		(?PT1 (object-at ?Object) ?Location) 		(?PT2 (robot-at ?Robot) ?Location) 	) 	(:effects 		(?ET (object-at ?Object) ?Robot) 		 	  (?A {?ID (type Load) (robot ?R) (apar ?Object) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?A) 		  (duration ?THIS [1 inf]) 			(duration ?ET [1 inf]) 			 			(overlaps ?PT1 ?THIS [1 inf]) 			(overlaps ?THIS ?ET [1 inf]) 			(meets ?PT1 ?ET) 			 			(during ?THIS ?PT2 [550 inf] [550 inf]) 		)	 	) ) 	(:operator 	(set-reminder ?R ?Topic) 	(:signature t_robot t_reminder-topic) 	(:preconditions 	) 	(:effects 		(?E (set-reminder ?Topic))		 	  (?A (list ?ID (type SetReminder) (robot ?R) (apar ?Topic) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)))	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(show-date-and-time ?R ?Date) 	(:signature t_robot t_date) 	(:preconditions 	) 	(:effects 		(?E (show-date-and-time ?Date) true) 		 	  (?A {?ID (type TellDateTime) (robot ?R) (apar ?Date) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)})		 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(deliver-object-to-na ?Robot ?Object) 	(:signature t_robot t_movable-object) 	(:preconditions 		(?PD1 (object-at ?Object) ?Robot) 		(?PD2 (robot-at ?Robot) ""n/a"") 	) 	(:effects 		(?ED (object-at-na ?Object)) 	  (?A {?ID (type Unload) (robot ?Robot) (apar ?Object) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?A) 		  (duration ?THIS [1 inf])       (duration ?ED [1 inf])       (distance (ST ?PD1) (ST ?A) [1 inf])       (distance (ST ?A) (ET ?PD1) [1 inf])        			(before ?A ?ED [550 inf]) 			(during ?THIS ?PD2 [1 inf] [1 inf])  		)		 	) ) 	(:operator 	(take-robot-by-hand ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E take-robot-by-hand) 		 	  	(?A {?ID (type Accompany) (robot ?R) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(move-closer-farther ?R) 	(:signature t_robot) 	(:preconditions 	) 	(:effects 		(?E move-closer-farther) 		 	  (?A {?ID (type MoveCloserFarther) (robot ?R) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(welcome-visitor ?R ?Beverage ?Location) 	(:signature t_robot t_beverage t_location) 	(:preconditions 	) 	(:effects 		(?E (welcome-visitor ?Beverage ?Location) true) 		 	  (?A {?ID (type Action) (robot ?R)})		 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(play-media ?R ?Media ?Continue) 	(:signature t_robot t_music t_continue) 	(:preconditions 	) 	(:effects 		(?E (play-music ?Media ?Continue)) 		 	  (?A {?ID (type PlayMusicAndVideo) (robot ?R) (apar ?Media ?Continue) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)})	 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(remind-object-position ?R ?ReminderObject ?Location) 	(:signature t_robot t_movable-object t_location) 	(:preconditions 		(?PO (object-at ?ReminderObject) ?Location) 	) 	(:effects 		(?E (remind-object-position ?ReminderObject) true) 		 	  (?A {?ID (type RemindLocation) (robot ?R) (apar ?ReminderObject ?Location) (cpar ?Volume ?Speed ?Pitch ?Language ?Username)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 		) 		(:temporal 			(equals ?THIS ?E) 			(during ?THIS ?PO [1 inf] [1 inf]) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(set-personal-data ?R ?PersonalData) 	(:signature t_robot t_personal-data) 	(:preconditions 	) 	(:effects 		(?E (set-personal-data ?PersonalData) true) 		 	  (?A {?ID (type Action) (robot ?R)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(play-game-memory ?R ?Topic) 	(:signature t_robot t_topic_game) 	(:preconditions 	) 	(:effects 		(?E (play-game-memory ?Topic) true) 		 	  (?A {?ID (type PlayGameMemory) (robot ?R) (apar ?Topic) (cpar ?Volume ?Speed ?Pitch ?Language ?Username ?Suggestions)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	(:operator 	(set-parameter ?R ?Parameter) 	(:signature t_robot t_parameter) 	(:preconditions 	) 	(:effects 		(?E (set-parameter ?Parameter) true) 		 	  (?A {?ID (type Action) (robot ?R)}) 	) 	(:constraints 		(:domain 			(new-object ?ID t_id) 			 		) 		(:temporal 			(equals ?THIS ?E) 			(equals ?THIS ?A) 		)		 	) ) 	]"
