26/11/2019;14:30:43.388;[CAHRIM                                  ];-     INFO:;Starting CAHRIM in Experimental mode
26/11/2019;14:31:00.066;[CAHRIM                                  ];-     INFO:;Socket communication with uAAL-CAHRIM started.
26/11/2019;14:31:00.075;[CAHRIM.SensoryHub.OdomConverter         ];-     INFO:;Starting pose at node: charger
26/11/2019;14:31:00.344;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.1#[{(id 2) (type GoTo) (robot pepper-1) (apar map.json bed) (cpar 0.7 80 1.0 english MissesUser door&&bed&&window&&charger)}]
26/11/2019;14:31:00.342;[CAHRIM                                  ];-     INFO:;Message Receiver started.
26/11/2019;14:31:00.345;[CAHRIM                                  ];-     INFO:;Message Sender started.
26/11/2019;14:31:00.345;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action received:    2, GoTo, [map.json bed], [0.7 80 1.0 english MissesUser door&&bed&&window&&charger]
26/11/2019;14:31:00.351;[CAHRIM                                  ];-     INFO:;Actuation Hub - State Observer started.
26/11/2019;14:31:00.354;[CAHRIM                                  ];-     INFO:;Sensory Hub - Odom Converter started.
26/11/2019;14:31:00.355;[CAHRIM                                  ];-     INFO:;Sensory Hub - User Detection Depth started.
26/11/2019;14:31:00.851;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-26 14:31:00.000)(gpos -0.00 0.00 0.00)(spos ""n/a"")(act {})}]"
26/11/2019;14:31:00.858;[CAHRIM.SocketHandlers.MsgReceiver       ];-    DEBUG:;Received message: subscribed#D7.2#chitchat:start
26/11/2019;14:31:00.858;[CAHRIM.ActuationHub.Executor            ];-     INFO:;Action RUNNING:     2, GoTo
26/11/2019;14:31:01.371;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-26 14:31:01.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
26/11/2019;14:31:01.881;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-26 14:31:01.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
26/11/2019;14:31:02.388;[CAHRIM.SocketHandlers.MsgSender         ];-    DEBUG:;"Sent message: publish#D6.3#[{(robot pepper-1)(time 2019-11-26 14:31:02.000)(gpos 0.00 0.00 -0.00)(spos ""n/a"")(act {(2 Running)})}]"
